TEMP,SOUND,CO2,ID,RYTHM,ILLUM,HUMID
19.76,36.99,501.62,423,84.8,604.27,62.41
20.24,40.64,513.32,426,83.51,488.7,66.41
20.62,35.03,490.0,429,91.66,398.5,65.79
18.03,21.79,540.45,447,83.68,489.18,71.62
20.75,23.96,514.2,448,80.43,430.21,70.82
20.77,23.3,499.52,487,75.5,506.51,62.05
19.22,26.79,470.24,490,69.26,412.35,73.31
22.89,37.52,494.52,502,89.01,581.64,67.59
18.61,17.81,564.74,506,73.26,423.52,69.17
20.46,32.35,491.34,512,87.54,600.26,72.98
19.69,19.5,509.57,517,85.41,390.02,69.56
18.12,25.55,548.84,531,81.21,311.27,61.24
21.46,29.8,497.07,537,77.63,289.71,71.02
17.87,35.93,469.5,572,79.64,492.43,67.53
18.8,34.06,526.71,575,87.67,460.59,72.11
21.46,34.4,556.07,579,89.44,303.02,64.57
17.76,42.34,495.43,601,81.22,534.04,63.59
19.63,28.92,471.44,609,71.53,334.32,60.88
21.29,30.88,461.85,614,82.84,333.29,75.49
23.35,28.74,559.4,616,80.2,447.41,73.27
20.83,27.86,590.0,627,81.9,477.94,64.18
20.88,23.71,559.25,636,85.85,369.22,70.39
18.98,33.18,460.77,641,77.8,643.39,63.73
21.79,24.38,537.87,653,86.97,584.44,58.25
20.81,17.86,515.1,660,76.4,333.84,66.37
19.68,25.83,481.93,664,69.98,394.63,61.64
17.64,36.56,595.66,679,76.02,298.37,65.57
20.72,24.97,524.62,685,89.98,464.02,72.88
22.63,8.06,581.39,689,79.16,417.87,77.98
20.46,30.15,516.39,696,71.79,376.64,68.14
22.2,30.19,459.77,724,64.97,213.37,77.13
18.65,22.43,533.52,732,82.41,405.79,66.08
21.08,35.82,501.12,752,98.98,529.71,68.55
20.28,20.35,501.43,759,80.75,384.08,70.26
23.24,30.5,564.48,769,91.35,364.68,74.39
21.45,33.8,439.55,787,72.76,351.44,65.82
18.41,31.38,504.63,807,91.07,551.74,71.14
18.4,29.44,553.79,808,81.32,435.43,79.24
20.14,32.56,429.6,809,77.5,368.89,60.4
20.53,26.13,475.57,824,81.11,400.39,69.17
19.36,33.48,533.61,831,77.04,366.67,65.03
19.68,30.91,490.83,845,83.32,510.01,69.85
20.03,30.55,531.82,865,84.21,515.58,63.07
17.87,21.06,485.8,882,72.01,482.57,65.99
21.67,27.11,499.98,905,77.59,353.38,67.89
20.52,29.31,495.04,927,71.3,473.17,66.23
22.04,22.8,501.6,948,83.09,549.18,68.74
22.25,17.18,385.3,966,81.14,428.06,70.63
19.11,23.89,504.99,973,77.16,430.56,68.23
20.25,28.71,470.74,1007,71.63,285.03,70.2
20.3,21.13,586.63,1009,88.95,549.59,76.46
17.23,37.59,497.29,1016,77.61,476.97,60.06
19.96,29.92,497.52,1014,83.48,500.42,59.37
18.88,26.14,495.94,1026,80.13,489.43,71.75
19.53,27.37,517.56,1028,85.68,423.06,75.67
19.55,33.23,471.01,1029,74.24,539.14,68.44
18.98,35.15,444.61,1035,77.99,308.23,70.95
20.06,32.77,526.31,1040,88.67,427.61,71.44
18.71,21.87,475.81,1047,71.35,357.15,73.91
23.37,17.34,471.86,1053,84.75,365.37,68.65
21.01,31.04,480.55,1057,82.48,378.51,59.67
17.86,34.42,510.84,1066,81.49,386.51,70.86
22.26,22.09,486.5,1072,88.02,454.48,75.77
20.94,26.52,530.43,1074,84.37,432.79,63.33
21.47,24.89,515.16,1076,71.86,248.56,65.28
19.81,34.76,563.38,1080,78.8,501.61,64.93
21.31,24.45,472.31,1085,73.31,462.27,64.44
16.95,24.82,468.7,1092,64.41,284.77,57.97
22.28,21.57,500.48,1116,74.24,366.17,67.4
21.76,43.71,436.24,1137,77.89,629.48,64.05
21.49,23.69,558.24,1152,85.31,355.26,69.09
22.3,31.33,486.74,1159,81.61,352.66,62.57
19.33,34.09,530.43,1184,76.09,402.38,76.13
19.99,33.69,463.22,1187,82.5,310.07,74.54
20.94,37.56,506.97,1206,80.03,346.96,61.63
22.43,42.58,496.36,1244,86.05,606.96,60.74
19.28,23.86,489.55,1257,70.03,527.64,63.12
21.63,27.11,552.05,1288,92.64,300.71,69.8
18.21,31.49,543.31,1310,88.64,428.63,64.55
20.18,28.06,500.55,1314,86.29,490.15,70.62
19.29,36.6,429.54,1317,79.04,430.08,60.31
17.95,31.48,492.89,1333,81.32,463.67,68.66
19.32,19.39,457.37,1337,83.93,355.4,62.9
19.34,22.71,468.98,1343,74.47,397.62,70.09
20.23,33.98,585.78,1348,84.63,408.64,68.72
21.3,35.01,474.37,1380,77.71,411.74,61.4
18.53,31.95,555.52,1391,89.6,534.52,60.12
21.71,14.65,538.68,1399,81.33,513.09,78.16
19.58,32.34,506.94,1407,79.14,461.91,57.28
21.63,28.44,486.31,1409,64.75,375.88,61.13
21.82,22.57,510.42,1415,81.8,437.52,70.45
20.83,22.62,544.4,1420,69.68,313.58,62.78
20.47,28.71,516.88,1435,74.13,370.48,71.3
18.29,40.08,461.04,1436,79.32,634.75,72.52
19.4,26.22,477.98,1443,80.41,385.92,63.99
21.12,31.04,472.65,1461,86.0,406.92,73.82
18.5,26.36,486.81,1465,79.25,404.52,64.82
18.22,27.82,462.94,1483,77.92,546.45,70.3
18.15,45.7,448.0,1485,87.95,587.31,76.48
21.3,34.63,464.15,1486,79.58,481.25,68.46
21.41,31.66,470.36,1487,80.87,378.98,64.5
18.78,29.32,497.74,1505,79.92,374.09,70.39
20.25,35.96,466.0,1516,74.1,524.83,60.59
21.72,34.76,527.85,1534,81.77,204.71,54.26
17.56,31.94,481.69,1549,67.35,411.56,75.24
19.7,28.16,520.34,1579,77.68,355.98,62.65
22.66,19.86,591.93,1600,84.86,434.32,73.53
22.47,38.29,561.11,1602,99.99,257.37,60.71
21.95,22.93,546.89,1617,87.91,202.12,67.28
20.3,31.94,507.05,1662,80.56,377.99,67.51
18.65,24.26,547.36,1671,79.4,329.97,60.43
18.3,34.86,459.23,1692,76.16,435.84,58.24
17.83,19.6,587.57,1698,85.04,459.3,74.7
23.64,28.36,514.36,1702,81.3,446.22,69.12
20.15,36.32,528.06,1717,75.84,359.26,60.97
21.11,28.77,498.94,1754,77.46,355.37,65.07
19.78,36.91,467.18,1771,77.93,558.57,62.83
17.81,26.15,516.58,1791,76.87,375.67,75.27
19.1,39.31,441.53,1799,82.85,367.31,74.76
18.63,27.65,510.16,1805,85.35,394.78,58.99
18.32,37.5,520.27,1832,75.06,255.66,63.81
19.24,31.24,550.26,1834,89.98,455.86,68.68
19.38,25.98,526.26,1866,68.34,499.38,63.79
21.64,26.27,454.9,1868,84.9,656.05,73.12
19.69,33.07,476.64,1870,88.69,420.58,67.28
16.77,31.26,503.88,1887,73.79,425.54,73.76
19.92,31.92,526.3,1900,79.21,350.08,75.64
21.35,25.22,517.5,1902,89.18,541.08,62.85
23.92,19.98,506.78,1919,82.52,412.62,73.32
18.78,26.64,503.78,1931,68.5,330.26,69.38
22.06,28.01,494.49,1945,72.61,279.81,59.56
19.6,38.77,463.99,1951,83.67,492.53,64.11
24.16,16.18,531.56,1955,77.71,306.68,67.11
18.5,31.39,602.74,1981,72.96,421.56,70.34
21.05,23.52,552.59,1998,83.87,487.66,65.81
19.6,34.86,492.41,2012,73.89,231.32,69.67
16.27,33.6,541.97,2032,92.0,443.22,68.87
22.53,31.39,460.34,2037,72.3,336.09,64.83
16.46,36.23,533.57,2042,70.43,485.54,70.46
19.57,29.13,473.96,2045,87.81,394.17,61.05
19.5,32.54,476.9,2047,77.45,406.39,65.57
22.75,43.25,455.99,2049,83.24,569.14,74.52
18.84,30.42,493.21,2083,67.74,426.15,70.19
23.96,33.68,457.17,2095,78.66,548.19,69.08
19.88,29.37,461.93,2099,82.31,487.63,64.29
21.44,34.68,501.54,2109,78.39,341.22,69.25
20.11,43.34,521.67,2137,88.51,520.02,63.47
22.64,28.09,509.79,2145,80.97,354.48,70.89
21.74,31.94,499.09,2168,84.13,381.67,67.63
20.68,31.95,485.13,2175,79.94,249.36,68.71
19.26,29.39,546.34,2182,76.19,299.19,72.85
18.22,29.63,454.89,2192,77.4,390.6,69.59
18.63,30.84,528.02,2194,84.08,453.38,62.88
21.52,31.36,582.89,2203,86.43,450.5,62.47
21.37,23.87,434.43,2234,81.91,394.65,62.91
20.39,41.01,478.05,2236,84.34,245.41,61.43
18.17,31.31,586.0,2242,84.39,367.89,72.7
19.34,38.51,466.44,2256,88.9,605.05,65.62
18.35,26.58,567.17,2257,84.1,421.55,77.31
19.0,25.85,469.33,2260,71.76,378.92,65.6
18.66,39.9,491.99,2263,85.54,364.57,63.71
21.22,44.42,484.01,2272,80.26,503.2,67.03
22.08,32.43,511.96,2276,82.16,288.14,66.07
17.86,27.23,491.68,2305,77.67,533.46,68.74
23.23,34.85,505.6,2311,79.44,438.42,62.6
19.25,32.1,480.66,2340,86.46,550.79,62.93
18.68,35.09,513.27,2348,77.11,354.6,67.91
20.75,31.43,501.99,2355,70.23,525.48,69.44
20.64,32.32,519.22,2380,77.81,468.95,65.94
19.71,33.72,555.52,2406,83.48,567.08,62.39
21.69,28.18,495.38,2414,82.4,409.51,70.27
22.76,28.24,493.29,2420,73.76,405.94,65.08
17.27,25.92,438.56,2428,83.72,594.11,66.97
18.6,25.37,514.91,2450,83.19,394.93,67.83
18.45,32.11,508.8,2454,82.82,519.73,71.41
20.04,27.44,483.34,2456,76.33,528.46,67.2
16.47,25.33,427.77,2468,74.47,576.11,70.69
20.23,23.99,433.0,2493,85.12,459.64,65.73
21.13,40.81,469.96,2495,80.8,608.95,61.84
21.22,29.93,492.38,2519,86.18,463.37,69.71
18.93,27.79,463.8,2564,78.56,358.89,67.45
21.24,30.36,454.76,2594,74.92,451.2,70.13
18.08,27.49,481.86,2599,77.05,504.54,63.26
18.82,28.55,523.2,2609,76.6,440.08,67.79
23.47,34.4,493.01,2654,89.17,545.28,58.93
21.77,45.9,506.06,2660,85.93,483.89,64.6
20.73,33.19,511.17,2678,87.06,455.07,66.56
16.48,33.68,439.6,2692,78.06,589.48,73.97
18.15,25.39,476.06,2698,75.3,486.64,68.79
21.0,23.92,577.69,2714,84.62,397.46,76.42
20.13,36.1,565.7,2724,79.97,452.29,69.4
19.87,39.0,411.62,2727,76.86,411.68,66.64
21.71,24.94,536.02,2731,73.9,335.18,63.55
19.94,20.24,449.6,2738,74.87,339.44,71.44
19.34,28.84,507.01,2743,78.64,452.63,65.92
23.0,37.12,523.05,2771,78.51,387.36,67.38
17.02,22.3,524.85,2772,75.2,413.15,70.67
18.4,25.3,461.95,2788,83.29,422.03,63.77
18.72,37.45,546.03,2795,88.42,517.62,74.18
19.18,31.87,528.29,2814,77.99,434.42,67.91
20.79,34.88,500.02,2836,86.46,628.96,68.67
18.78,38.33,514.73,2859,79.88,451.18,73.01
20.19,23.99,511.02,2862,88.62,355.33,66.74
22.07,30.49,487.75,2869,90.56,483.41,70.1
19.32,34.41,557.87,2871,82.58,572.36,67.98
19.73,38.77,511.82,2878,94.19,449.19,65.25
19.06,28.69,428.01,2896,87.94,378.5,69.59
20.59,26.12,443.01,2913,73.41,507.81,71.41
22.2,32.2,513.35,2917,65.36,443.35,62.96
20.94,31.64,476.02,2924,79.38,385.14,67.06
20.12,31.9,437.55,2927,81.74,461.27,65.39
18.64,34.26,529.01,2945,83.8,457.05,64.99
18.84,29.8,576.36,2947,73.44,310.4,68.96
21.77,33.28,538.4,2948,89.86,590.91,69.17
20.68,35.49,419.86,2960,78.35,542.57,63.56
21.98,33.21,409.3,2967,75.72,475.01,64.13
19.14,25.99,546.08,2991,82.05,506.57,62.26
19.41,30.76,513.25,2992,82.44,445.33,74.06
18.45,24.44,526.57,2995,80.86,569.37,72.87
19.18,26.72,571.26,3005,90.78,361.58,73.39
19.16,36.04,520.26,3013,71.2,374.03,64.58
22.14,33.25,516.54,3036,91.67,317.4,61.86
18.73,21.1,529.0,3041,69.84,461.9,71.75
23.81,24.72,481.59,3043,87.1,502.32,80.9
19.92,41.59,509.92,3045,78.85,376.67,60.14
18.7,22.4,558.29,3060,83.94,347.13,70.09
20.66,36.24,507.6,3072,91.46,455.79,62.16
19.17,42.99,516.53,3114,83.31,579.01,57.98
17.46,21.69,532.05,3117,75.67,413.62,72.42
19.3,21.01,451.37,3123,77.67,350.15,71.9
17.44,29.85,512.59,3141,76.27,491.47,61.2
20.07,31.07,552.34,3195,81.96,339.67,74.8
21.87,26.41,487.74,3199,84.38,545.56,68.65
18.83,30.38,487.71,3200,76.43,376.28,69.58
22.35,17.82,498.02,6,97.33,479.5,66.94
19.21,36.39,555.43,17,87.9,314.63,60.26
17.58,34.41,547.26,34,76.68,466.18,72.01
21.69,25.1,544.67,46,86.0,483.89,67.72
23.32,32.97,409.89,48,64.34,469.25,57.56
18.97,24.09,514.71,80,75.93,522.66,70.73
20.07,26.08,412.49,92,70.94,431.81,67.11
20.75,36.54,576.36,98,84.85,154.18,65.69
18.13,26.93,490.82,99,64.01,446.35,62.4
18.65,32.7,516.65,118,79.88,228.24,69.47
16.41,26.09,557.91,122,80.96,344.99,76.36
20.2,26.58,483.6,130,73.75,394.64,63.51
21.42,26.0,514.33,145,81.8,228.84,60.19
19.45,21.6,545.94,152,92.0,418.52,70.06
21.85,33.33,408.84,156,78.32,322.97,61.86
19.19,27.92,518.41,158,82.74,550.13,76.52
18.32,21.32,481.27,165,71.92,541.59,63.8
19.1,23.71,537.07,177,72.98,271.47,67.74
19.72,34.62,462.91,181,80.54,454.14,62.85
20.94,19.3,525.87,187,76.67,365.17,64.79
22.21,29.58,428.32,206,70.95,312.2,63.66
16.29,38.18,502.6,221,67.35,431.69,67.29
18.37,33.49,473.93,256,82.35,520.14,67.22
21.18,28.27,585.02,267,88.79,475.67,63.17
19.38,31.65,500.05,274,87.38,418.22,61.94
20.24,25.73,451.53,280,86.25,316.24,66.9
19.34,24.08,471.47,289,76.09,377.25,72.73
18.72,31.32,490.67,292,80.58,593.23,76.62
20.55,36.85,474.31,310,84.79,457.64,61.79
22.63,19.95,437.1,321,81.22,354.92,75.06
17.73,28.07,513.87,327,75.22,442.57,78.9
18.38,27.95,447.73,329,64.3,341.95,63.63
21.87,25.67,490.53,346,82.03,365.55,63.6
17.64,28.33,432.25,347,67.52,381.93,54.79
18.66,39.6,546.45,352,89.97,646.83,63.79
20.79,30.34,555.57,357,81.94,456.02,63.65
21.95,44.46,492.12,372,84.54,430.6,60.81
19.23,31.35,481.64,375,69.68,440.44,67.15
18.26,44.35,509.72,380,87.71,420.42,64.5
18.88,22.55,492.13,393,80.13,513.18,67.62
20.25,34.67,506.27,397,83.09,471.64,69.46
21.61,35.52,564.98,401,96.15,491.19,73.91
18.91,20.14,528.97,425,76.96,550.54,78.42
21.51,31.81,510.15,444,85.39,479.82,71.27
18.38,28.59,504.82,455,72.11,500.17,71.14
20.56,17.96,462.92,475,72.46,337.84,64.71
20.9,19.41,535.9,478,76.51,447.6,68.12
21.01,30.44,386.87,480,71.19,491.7,64.93
18.76,22.75,529.75,482,87.54,357.12,71.26
19.96,23.82,486.88,499,73.07,559.36,72.51
22.48,37.96,502.01,549,95.23,389.06,65.94
18.17,35.32,495.84,570,80.21,477.69,67.92
17.94,31.24,544.53,580,86.39,503.83,70.25
19.29,40.71,525.39,596,87.86,497.7,65.94
20.21,21.38,424.09,635,77.69,514.54,67.99
21.73,40.1,552.68,639,80.02,374.23,64.33
18.7,30.09,560.0,640,85.85,332.75,65.29
17.81,26.33,483.53,651,74.62,460.13,64.84
18.54,22.04,573.54,671,75.87,374.42,73.26
16.78,43.66,440.56,676,79.22,546.51,58.43
18.74,32.47,461.68,683,98.02,429.8,65.97
19.75,24.99,432.4,693,81.91,477.92,68.63
23.22,42.17,482.43,700,82.58,425.25,64.32
20.48,30.44,460.45,703,83.54,496.68,69.24
17.44,24.79,459.31,718,74.37,417.88,71.95
22.3,38.29,515.25,728,94.23,317.06,61.44
19.87,32.03,524.29,729,83.72,454.47,59.9
19.5,24.96,508.16,733,82.25,403.76,69.95
21.76,37.37,450.3,737,84.07,321.22,64.66
18.38,40.95,513.23,748,79.31,404.62,66.27
24.04,30.48,495.06,760,76.36,479.34,60.64
21.81,27.71,540.2,763,86.25,364.44,70.54
20.9,29.96,563.79,782,90.33,505.65,71.39
20.1,38.64,478.08,805,83.54,522.2,62.62
18.41,31.38,504.63,807,91.07,551.74,71.14
20.14,32.56,429.6,809,77.5,368.89,60.4
21.56,31.78,478.32,819,82.85,551.68,63.37
19.07,27.06,455.35,829,71.25,346.48,65.21
19.41,25.57,486.47,836,81.55,320.38,66.13
20.39,28.03,430.21,843,85.83,227.06,66.21
22.39,36.72,486.54,853,72.9,481.39,65.29
20.78,31.12,462.62,857,82.27,375.71,63.79
16.95,25.52,549.44,892,75.69,442.46,65.37
19.31,33.09,547.62,895,84.72,483.03,60.45
21.67,27.11,499.98,905,77.59,353.38,67.89
19.25,31.18,508.36,926,74.8,443.53,65.43
20.85,23.29,463.35,944,67.96,502.21,69.09
16.95,27.88,555.92,960,83.64,611.83,68.8
18.62,53.78,492.84,975,89.59,338.38,61.46
24.78,34.48,486.06,979,95.18,384.19,54.52
20.47,30.71,451.33,986,85.67,533.89,68.61
20.25,28.71,470.74,1007,71.63,285.03,70.2
20.88,30.61,527.05,1033,88.89,383.7,66.16
18.92,40.29,480.79,1041,73.19,464.98,61.83
18.71,21.87,475.81,1047,71.35,357.15,73.91
20.08,25.52,561.65,1048,87.53,585.37,70.8
18.69,32.9,577.09,1051,83.15,463.24,64.92
20.96,30.08,484.8,1062,84.34,455.41,71.58
22.5,27.03,435.77,1071,88.69,449.64,60.57
21.68,24.28,473.95,1075,67.07,455.5,65.42
21.31,24.45,472.31,1085,73.31,462.27,64.44
21.27,30.37,502.9,1091,78.07,416.23,70.13
19.69,28.05,542.12,1150,80.58,466.95,61.31
20.61,28.06,498.14,1157,83.93,351.59,66.35
20.84,30.82,456.24,1162,88.44,554.47,64.91
20.69,31.19,484.42,1165,82.47,414.09,66.33
19.91,30.74,466.63,1168,80.86,656.05,59.09
23.59,34.48,513.31,1171,91.22,546.69,63.51
19.99,33.69,463.22,1187,82.5,310.07,74.54
20.03,29.03,583.12,1189,87.63,560.4,72.32
20.84,29.67,490.34,1203,72.17,376.48,63.11
20.16,38.24,500.85,1205,88.04,550.56,68.47
19.29,30.13,514.93,1216,83.7,507.28,66.73
19.4,22.18,543.54,1218,78.89,330.21,72.66
21.9,26.81,506.75,1228,79.05,355.4,66.1
21.88,24.16,564.72,1230,89.53,387.92,69.91
21.51,28.03,467.19,1238,70.01,444.38,61.39
18.34,27.34,514.01,1250,89.29,333.27,63.95
20.23,23.77,487.29,1278,73.15,437.17,70.2
20.52,24.55,514.99,1328,77.67,353.97,70.88
21.06,31.42,453.94,1342,78.36,412.26,69.5
20.23,26.8,510.58,1350,80.02,363.89,70.85
17.01,34.47,500.81,1353,71.41,416.56,64.8
19.78,25.94,525.43,1363,79.52,354.2,59.1
20.14,36.69,487.57,1367,79.79,463.27,64.62
21.3,35.01,474.37,1380,77.71,411.74,61.4
17.42,37.45,495.5,1388,78.36,538.16,63.3
19.12,29.24,534.37,1395,74.96,416.75,68.67
19.87,23.06,498.47,1397,75.9,383.89,68.58
20.96,34.5,508.42,1403,93.24,430.31,72.17
20.34,32.61,497.43,1441,83.69,645.28,63.76
19.61,26.79,482.43,1463,79.66,413.02,70.69
19.77,25.57,505.07,1474,79.6,500.47,63.55
21.31,28.66,530.43,1479,84.49,541.13,67.75
19.6,26.17,491.14,1518,72.48,434.46,71.54
19.75,32.34,531.82,1531,74.2,401.87,69.36
23.28,39.83,490.54,1546,77.93,465.16,70.88
18.86,24.04,478.65,1556,81.64,508.35,62.18
16.32,27.53,521.41,1565,85.52,331.34,67.57
19.1,38.75,469.86,1566,83.08,546.49,63.34
18.89,31.13,524.12,1574,66.51,467.53,64.26
20.61,33.13,517.65,1581,80.14,337.5,64.61
20.93,36.22,594.66,1586,86.76,415.15,66.21
18.44,37.05,499.81,1606,70.45,307.86,74.5
18.78,28.78,529.18,1618,88.49,344.62,67.98
20.9,26.63,539.07,1632,81.89,370.71,68.07
18.82,30.4,604.9,1647,79.99,365.2,74.9
19.48,30.21,484.65,1663,84.87,441.91,63.18
19.0,37.22,562.43,1665,80.53,521.8,67.08
19.83,29.8,559.13,1688,78.83,391.9,63.62
19.68,24.28,526.94,1695,77.93,636.88,74.25
17.95,28.69,485.73,1697,68.1,418.81,65.13
18.85,29.4,465.2,1703,77.17,386.75,67.24
20.47,32.53,532.77,1708,83.99,506.2,61.44
21.84,32.74,525.16,1710,85.17,452.8,62.57
20.94,16.47,422.37,1728,71.44,491.14,60.72
19.53,37.46,427.84,1775,70.13,453.4,63.25
19.23,19.57,473.19,1784,72.6,344.73,63.76
21.25,29.22,459.16,1795,81.62,310.25,61.12
21.95,25.87,487.95,1798,80.23,390.77,66.19
20.91,29.09,494.21,1822,74.77,480.03,74.39
21.1,32.41,484.46,1823,83.15,526.52,57.87
17.92,28.08,434.41,1837,85.38,466.94,65.2
18.65,34.15,481.74,1860,78.97,390.12,66.69
21.64,26.27,454.9,1868,84.9,656.05,73.12
21.84,28.88,487.8,1950,74.08,402.52,66.94
19.37,28.91,550.12,1971,74.84,466.85,75.73
18.76,41.04,520.66,1982,76.82,409.09,66.84
21.25,10.09,542.36,1984,76.26,385.32,70.73
19.09,32.82,490.53,1988,78.23,548.33,69.38
19.05,34.14,458.2,1993,71.94,513.54,61.04
20.77,24.22,546.98,1995,93.51,446.87,61.49
19.3,18.3,525.26,1996,73.83,459.7,70.56
16.27,33.6,541.97,2032,92.0,443.22,68.87
22.53,31.39,460.34,2037,72.3,336.09,64.83
18.29,32.19,490.52,2044,78.7,635.64,63.74
19.57,29.13,473.96,2045,87.81,394.17,61.05
21.58,36.85,488.88,2077,81.87,512.78,63.48
18.84,30.42,493.21,2083,67.74,426.15,70.19
20.33,34.81,464.55,2085,82.17,473.42,66.16
20.96,34.19,552.71,2097,88.12,517.59,65.38
20.98,33.65,489.23,2104,81.9,516.82,69.1
23.29,27.31,468.81,2105,88.07,484.76,66.96
18.78,30.12,502.91,2107,81.91,369.01,71.35
18.84,38.93,475.39,2117,81.13,469.85,66.44
22.3,36.17,500.96,2141,90.01,452.62,69.33
21.33,27.43,453.01,2178,85.94,420.21,64.38
20.47,33.97,434.2,2189,68.57,504.94,62.94
21.89,36.25,514.67,2193,87.09,377.98,62.93
17.67,34.21,548.29,2199,76.82,369.62,66.31
20.95,37.13,502.0,2226,84.75,434.98,59.86
18.17,31.31,586.0,2242,84.39,367.89,72.7
19.52,27.42,527.77,2243,84.44,381.77,65.72
21.44,41.24,540.66,2255,72.7,470.42,69.69
21.65,24.3,464.32,2277,79.26,636.43,62.77
22.11,24.28,403.81,2281,85.37,660.79,65.77
22.58,36.15,479.06,2287,82.4,545.77,64.06
22.36,33.21,497.67,2295,81.83,392.58,60.13
16.21,30.94,498.28,2300,74.1,495.12,70.62
18.85,17.62,506.01,2303,80.02,427.95,79.68
18.94,22.81,450.94,2309,77.62,499.29,71.9
23.23,34.85,505.6,2311,79.44,438.42,62.6
20.05,26.9,455.26,2315,73.32,490.89,71.59
19.36,27.58,529.48,2322,78.23,223.9,62.07
20.29,41.51,484.97,2334,78.25,502.02,63.42
23.89,24.99,463.16,2391,86.33,328.53,65.97
20.46,24.29,533.42,2396,74.28,562.91,59.95
17.89,39.12,556.77,2398,69.67,559.83,81.52
17.89,20.59,485.77,2401,85.27,504.14,68.14
21.14,36.97,506.0,2421,86.54,241.4,63.76
22.03,30.44,483.92,2457,83.98,469.34,72.52
21.94,33.79,513.3,2465,78.8,487.52,62.83
20.47,40.23,505.01,2500,79.66,495.91,68.08
19.59,31.51,468.43,2509,77.11,410.24,66.0
21.1,18.45,518.53,2511,87.64,430.23,73.75
20.79,26.28,419.67,2513,74.35,376.13,71.36
20.79,24.48,524.81,2515,79.36,401.45,67.97
20.18,27.09,559.04,2525,91.95,571.78,71.39
22.83,25.4,500.37,2533,85.84,412.13,62.16
18.2,29.13,520.8,2538,73.39,422.86,61.73
20.68,20.57,502.9,2555,72.17,300.03,74.73
17.16,23.17,452.11,2562,78.93,433.69,70.2
22.17,28.27,396.99,2567,68.29,410.34,64.45
19.22,39.38,498.41,2574,83.13,398.95,65.4
19.03,41.84,497.6,2585,74.51,420.55,58.57
19.12,32.71,503.94,2625,82.24,333.44,72.29
17.11,28.27,508.62,2639,76.46,406.07,64.0
19.91,17.51,504.77,2644,78.15,442.31,69.54
21.26,37.42,488.46,2656,72.71,488.4,62.28
22.14,31.05,451.73,2658,70.89,319.61,65.9
20.87,32.16,467.07,2666,80.42,199.71,61.17
19.39,32.35,500.52,2676,80.6,559.12,56.54
17.75,38.93,521.53,2677,83.79,398.7,67.05
21.02,31.05,525.01,2693,86.62,407.64,71.32
21.71,27.58,483.23,2711,79.69,416.85,62.3
18.25,34.55,541.73,2722,81.52,478.3,62.56
20.16,37.68,478.36,2729,74.2,423.49,64.45
18.04,22.05,513.39,2753,72.99,455.25,70.32
19.12,31.54,488.53,2760,75.47,503.97,61.24
17.44,32.31,506.22,2761,79.61,493.24,71.6
23.71,27.89,574.52,2764,86.56,329.41,76.86
20.04,24.79,569.54,2775,76.21,228.22,66.79
21.03,38.28,514.94,2792,77.96,328.46,63.55
24.5,22.61,511.35,2794,78.17,453.17,66.47
20.62,26.47,514.25,2830,79.71,431.55,68.94
19.23,33.3,474.38,2837,82.74,431.94,65.63
17.16,16.99,542.19,2866,74.13,389.46,72.82
22.2,32.2,513.35,2917,65.36,443.35,62.96
19.86,23.81,470.21,2955,82.19,491.32,70.95
21.03,29.28,553.63,2957,77.37,466.78,72.08
19.38,30.47,560.08,2965,89.34,549.68,66.7
20.08,22.85,476.42,3007,80.22,473.41,60.54
18.13,34.28,537.02,3009,73.43,522.9,70.47
19.27,34.76,489.75,3014,83.47,509.28,59.15
20.12,22.2,445.25,3037,76.28,529.26,75.24
21.25,18.78,427.15,3058,73.08,457.7,69.01
21.86,29.37,520.49,3063,73.91,431.0,70.44
18.68,16.21,532.86,3079,89.75,242.27,67.56
20.56,30.07,522.59,3108,80.07,584.82,70.72
20.89,37.46,466.68,3122,89.4,335.73,63.25
21.63,30.66,559.52,3135,85.53,319.05,69.38
18.53,29.19,505.76,3147,77.28,458.65,62.08
20.16,33.23,502.65,3166,69.63,287.33,62.86
19.64,31.43,495.99,3175,83.35,551.22,68.6
20.76,31.5,489.47,3178,72.88,338.25,71.41
18.05,31.63,505.86,3180,63.54,426.45,65.83
19.59,29.8,468.85,7,66.72,516.29,52.92
20.82,33.12,421.78,8,74.52,470.31,59.73
20.64,23.25,470.54,25,84.08,350.95,70.03
17.65,46.07,499.01,35,79.68,513.79,56.27
20.7,29.91,473.57,65,81.21,457.94,60.28
20.01,34.35,428.31,94,86.31,563.31,64.31
18.48,28.28,440.71,103,74.16,371.5,73.41
16.94,35.74,485.89,105,74.57,369.65,74.1
18.48,26.92,589.69,106,92.01,505.69,68.39
17.49,18.13,494.65,108,79.96,319.97,74.64
18.65,32.7,516.65,118,79.88,228.24,69.47
18.31,30.04,513.2,121,75.92,548.82,68.25
21.22,31.88,534.28,123,82.16,293.44,70.92
21.76,38.46,516.6,136,90.91,437.52,67.22
20.38,24.4,489.93,192,76.04,461.69,68.83
19.56,34.72,508.44,201,77.54,283.83,65.97
20.41,25.2,535.49,202,83.51,246.64,64.06
19.73,34.79,479.11,207,84.27,527.86,60.91
18.71,28.03,516.87,215,80.01,468.62,70.87
17.54,31.6,549.66,241,87.17,428.55,74.3
18.37,33.49,473.93,256,82.35,520.14,67.22
21.18,28.27,585.02,267,88.79,475.67,63.17
20.59,28.55,433.36,276,71.41,545.16,77.45
